1
232.9291,159.0621,37.2257,73.7025
234.5421,164.6968,33.9134,72.0424
228.8715,160.7883,35.6368,74.5534
232.5534,168.5078,33.3170,72.9834
232.4223,174.9733,32.3677,70.0986
228.9665,177.9902,34.3694,76.9784
217.7630,185.8199,33.7115,74.0101
223.5191,204.6932,38.0168,63.6042
243.6011,231.7575,33.7966,66.8387
264.4657,262.9741,34.9882,75.8239
257.9374,284.9496,36.5988,69.4841
233.0257,291.0336,69.8116,65.0581
222.7074,288.5752,73.3965,71.3233
201.9272,300.7239,71.2908,72.2585
153.8710,307.8808,73.3468,55.6902
158.6795,288.4120,88.1860,51.4173
112.6127,290.8601,76.2171,57.0652
91.7355,285.6220,74.7381,58.2128
83.5441,287.1125,75.7298,55.2286
62.0834,278.7733,78.3894,54.6987
57.6435,271.0765,75.8287,59.6671
52.8366,266.4550,69.7736,59.6795
37.6913,258.9902,68.9591,61.8876
47.0753,251.0936,63.6681,54.4641
39.3638,237.2960,110.8605,52.2849
111.2826,236.6185,88.6016,55.3914
164.9453,245.8843,79.0987,59.4913
194.1079,256.4889,78.5857,54.6513
215.1225,261.9133,70.6527,56.7785
223.5850,258.2392,75.7147,55.6035
230.5379,261.7655,74.1550,54.4864
236.5794,264.8769,73.5994,54.4518
242.2545,272.7469,75.2431,52.1936
248.2621,273.9494,72.8619,54.1526
260.8737,279.8716,72.6193,51.9625
268.0812,278.8889,74.5360,54.7751
283.0499,281.8756,71.6724,56.2569
304.9337,292.9052,77.3140,52.1988
321.7615,294.9873,79.7406,53.2907
334.1981,303.0041,75.2126,53.2832
332.3686,305.5340,77.1126,55.2932
327.6568,309.0968,79.5731,55.5602
347.6121,317.4694,79.7709,56.6769
372.1018,332.5175,82.2927,61.7124
365.1388,329.0651,83.3185,63.3502
362.3354,320.5029,82.1003,63.8824
373.8962,326.4767,84.6065,64.4598
392.1703,332.7802,85.5987,67.0788
407.5709,335.5922,86.9900,69.7610
420.3453,336.5806,89.2041,71.8628
432.7847,350.9329,92.1608,77.3994
436.2827,352.1907,92.2074,77.9835
411.0296,341.3575,86.2559,78.5557
389.9665,320.8612,82.6968,78.3335
379.7599,299.6821,79.7325,75.8436
366.9802,288.9229,79.7827,68.9495
359.3048,279.5534,79.4143,67.3530
339.0943,274.7024,78.9359,64.5556
321.5152,268.5640,80.9495,61.9259
304.9992,264.5658,78.0672,61.2964
285.8676,258.8179,78.7408,63.3129
278.6580,250.5224,83.3625,63.4601
263.0685,241.6816,78.8210,60.7139
240.2354,226.8460,80.3429,61.2729
226.6801,213.1931,81.0648,63.6631
213.1201,203.8102,82.9207,62.6153
194.5582,195.2847,86.2051,67.2544
166.3743,179.2276,84.5719,68.3230
147.5538,165.7901,85.4633,70.0721
126.8389,158.6494,85.2355,71.0103
119.1298,153.5852,84.0714,72.1634
113.0506,139.4112,80.7792,70.5601
100.9808,131.4556,84.2140,73.8224
91.2238,139.8242,81.8638,76.1254
102.9316,155.9143,81.1764,79.6504
121.8310,185.0902,76.1063,80.0238
120.0091,177.1699,79.9713,83.4004
118.4679,165.6841,81.4904,80.2821
114.9874,166.6906,82.6534,78.7976
116.5392,181.4892,81.6291,78.7374
118.7017,204.8157,86.7165,75.5940
137.5596,222.5882,83.2509,73.5896
168.5386,236.5647,81.1593,71.9593
190.6564,216.5230,89.4134,99.0939
218.2340,243.8967,74.2509,77.1446
2
0
0
0
0
1
136.0620,61.3020,61.4068,82.7780
143.7563,68.5426,61.9731,80.6516
154.2773,73.0546,57.9650,78.3216
155.1156,73.6906,57.0782,77.1766
155.4803,74.7402,57.8285,76.7311
166.7356,76.9205,54.7115,72.5015
185.6120,79.5469,54.3899,72.7421
194.6407,75.4750,48.9450,69.5521
191.9005,74.5820,46.6684,64.8376
184.8229,73.6587,46.3485,61.8792
178.6477,74.6651,45.5787,61.8507
174.9164,72.9433,46.5428,61.9855
148.9483,73.8089,54.6346,63.5884
137.2030,77.0162,48.6878,65.7130
125.7693,85.8853,50.0745,66.2377
121.9597,89.9549,51.3077,69.3338
111.6692,103.5860,52.7223,71.4166
100.8237,111.7922,58.0012,74.6299
95.0422,112.1007,57.8906,75.4279
93.1543,109.7958,59.9382,78.2126
94.5428,125.0065,60.6867,78.1956
94.5420,131.8193,60.8786,78.2485
96.2491,135.4409,61.6694,79.6104
105.3343,132.4557,60.1009,79.1661
113.4061,123.4350,59.7476,78.8073
107.9713,119.0354,61.0519,77.0130
103.5241,113.3794,58.8175,76.6548
100.9981,102.3802,57.4903,73.8275
